gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_no,D1_B7_no,D2_B7C2_no,D2_B7_no,D3_B7C2_no,D3_B7_no
ENSG00000006576,PHTF2,57157,putative homeodomain transcription factor 2,432.96757720263145,0.19368737393936347,0.33842392722672016,0.5723217490163058,0.5671040179571802,0.901550542277744,497,255,511,492,340,486
ENSG00000108784,NAGLU,4669,N-acetyl-alpha-glucosaminidase,389.0795378602986,-0.13690786114795842,0.23911751381324267,-0.5725547199143565,0.5669462256866694,0.901550542277744,512,549,290,400,300,333
ENSG00000116273,PHF13,148479,PHD finger protein 13,1299.2848500250914,-0.07511940457452805,0.13120865160854747,-0.5725186841995903,0.566970631467737,0.901550542277744,1392,1496,1239,1477,1068,1184
ENSG00000135905,DOCK10,55619,dedicator of cytokinesis 10,3666.0680680884584,-0.11012938290895391,0.19245308175190914,-0.5722401631942764,0.5671592813877473,0.901550542277744,3147,3508,3544,4440,3483,3819
ENSG00000139644,TMBIM6,7009,transmembrane BAX inhibitor motif containing 6,12876.692141031057,-0.06895707994113026,0.12040845245440178,-0.5726930172717238,0.56685256619935,0.901550542277744,14866,16494,10862,13375,11199,11432
ENSG00000162174,ASRGL1,80150,asparaginase and isoaspartyl peptidase 1,177.49985339664977,0.25660188642857235,0.448444856051426,0.5722038796207001,0.5671838594617975,0.901550542277744,262,307,178,126,134,87
ENSG00000163832,ELP6,54859,elongator acetyltransferase complex subunit 6,898.6811453861576,0.08033825858654002,0.14031624878299268,0.5725513565487904,0.5669485035600634,0.901550542277744,1082,1090,849,882,781,764
ENSG00000168096,ANKS3,124401,ankyrin repeat and sterile alpha motif domain containing 3,121.77276586348233,-0.15065035075616076,0.2633370168161863,-0.572081937349952,0.5672664654880755,0.9015631570755592,130,167,101,106,107,128
ENSG00000186814,ZSCAN30,100101467,zinc finger and SCAN domain containing 30,200.85583418148556,-0.18809823264745515,0.32886858326873164,-0.5719556145433101,0.5673520450502587,0.9015804938058467,195,290,235,213,117,170
ENSG00000067225,PKM,5315,pyruvate kinase M1/2,27944.466539693818,0.05847552919590425,0.1024807729807305,0.5706000012987746,0.568270817641,0.9018218017789978,29866,30652,25153,26704,28043,27819
ENSG00000092820,EZR,7430,ezrin,20119.880840627244,0.05330352901883284,0.09361753269388255,0.5693754950061396,0.5691013431169145,0.9018218017789978,23567,23666,17569,19387,18945,18622
ENSG00000100505,TRIM9,114088,tripartite motif containing 9,48.635275230506565,0.20947313540597862,0.36675409567011164,0.5711541817228831,0.5678951335446619,0.9018218017789978,61,47,52,45,40,48
ENSG00000102879,CORO1A,11151,coronin 1A,50880.52911148536,0.09057534583661007,0.15904953733009003,0.5694788388389385,0.5690312274257144,0.9018218017789978,62415,64608,50156,50085,41667,40134
ENSG00000104419,NDRG1,10397,N-myc downstream regulated 1,619.946989401406,0.17820404945401339,0.3130809186270958,0.5691948593847986,0.5692239088766793,0.9018218017789978,694,379,694,647,530,748
ENSG00000107882,SUFU,51684,SUFU negative regulator of hedgehog signaling,938.3509704258058,-0.09089637665847239,0.15969299431003336,-0.5691945163355325,0.5692241416561251,0.9018218017789978,897,1009,958,1043,783,953
ENSG00000110958,PTGES3,10728,prostaglandin E synthase 3,3760.5995727722975,0.09616673058892494,0.16877619218961248,0.569788483442534,0.5688211675546262,0.9018218017789978,3982,3994,3001,3560,4322,3745
ENSG00000114541,FRMD4B,23150,FERM domain containing 4B,2720.284829559938,0.13469741828141446,0.23576308702405865,0.5713253078827779,0.5677791495406495,0.9018218017789978,2693,2056,2510,2815,3039,3087
ENSG00000125676,THOC2,57187,THO complex subunit 2,2965.2273247545795,0.079042306400022,0.13874548774863696,0.5696928071867945,0.568886069435339,0.9018218017789978,3575,3361,2972,3116,2398,2531
ENSG00000130544,ZNF557,79230,zinc finger protein 557,123.7725408611993,-0.2683834942180726,0.4716690905294236,-0.5690080177117953,0.569350698856133,0.9018218017789978,82,220,157,83,82,125
ENSG00000133142,TCEAL4,79921,transcription elongation factor A like 4,870.7428140646534,-0.10828791827534283,0.1901238924249709,-0.5695650183370655,0.5689727603760353,0.9018218017789978,1070,1075,618,795,788,946
ENSG00000135269,TES,26136,testin LIM domain protein,4620.908709815075,0.06455351420375671,0.11322705542903673,0.5701244632667729,0.5685932840475123,0.9018218017789978,5393,5311,3944,4234,4507,4538
ENSG00000135940,COX5B,1329,cytochrome c oxidase subunit 5B,5803.598683737084,-0.04836166656328321,0.08460772134376852,-0.5715987358504262,0.5675938520782192,0.9018218017789978,6188,6672,5159,5785,5316,5912
ENSG00000138621,PPCDC,60490,phosphopantothenoylcysteine decarboxylase,501.14693672867327,-0.11392512556152225,0.20007289292319919,-0.569418095060254,0.5690724397579423,0.9018218017789978,550,708,481,474,380,455
ENSG00000141376,BCAS3,54828,BCAS3 microtubule associated cell migration factor,832.8857937361721,-0.11780414248172895,0.2070452200638878,-0.5689778418713467,0.5693711773199686,0.9018218017789978,824,856,637,806,864,1016
ENSG00000152969,JAKMIP1,152789,janus kinase and microtubule interacting protein 1,4397.660084202664,0.10563625577360608,0.1856113378574937,0.569126094305242,0.5692705710047938,0.9018218017789978,6015,5723,3912,4058,3579,3541
ENSG00000157734,SNX22,79856,sorting nexin 22,81.98384889544218,-0.2174444471044398,0.3820621003929524,-0.5691337792489685,0.5692653561186315,0.9018218017789978,104,86,52,72,69,114
ENSG00000158769,F11R,50848,F11 receptor,319.14735372710436,-0.22996106500740426,0.4024394895021884,-0.5714177435516148,0.5677165042275647,0.9018218017789978,342,414,138,239,382,418
ENSG00000165233,CARD19,84270,caspase recruitment domain family member 19,1102.4717024546994,-0.10694792747172455,0.18765977011312834,-0.5699033277470836,0.5687432677218296,0.9018218017789978,1297,1315,835,951,994,1288
ENSG00000165507,DEPP1,11067,DEPP autophagy regulator 1,472.4333851736387,-0.23416902721876837,0.4114544681728628,-0.5691250073395432,0.569271308605059,0.9018218017789978,698,907,245,355,366,369
ENSG00000165512,ZNF22,7570,zinc finger protein 22,1208.606927097704,-0.09564380711336554,0.1677421399703947,-0.5701835396296124,0.5685532191031305,0.9018218017789978,1476,1621,1041,1201,933,1095
ENSG00000174606,ANGEL2,90806,angel homolog 2,953.5728711844465,-0.0751950727922679,0.1319701225399784,-0.5697886108235497,0.5688210811482155,0.9018218017789978,1090,1202,783,979,854,880
ENSG00000224051,CPTP,80772,ceramide-1-phosphate transfer protein,1143.341476550676,-0.0719337848738621,0.12607415682449344,-0.5705672493530961,0.5682930242107754,0.9018218017789978,1302,1388,1035,1100,935,1167
ENSG00000226210,WASH8P,100288778,"WAS protein family homolog 8, pseudogene",445.4998174322095,-0.17511166759068225,0.3066676057002829,-0.5710145588765743,0.5679897739781694,0.9018218017789978,543,602,285,308,410,563
ENSG00000254126,CD8B2,927,CD8B family member 2,93.77603710414108,-0.4184620220913361,0.7351486994889251,-0.5692209241235829,0.5692062225253323,0.9018218017789978,168,241,52,52,29,56
ENSG00000278195,SSTR3,6753,somatostatin receptor 3,587.6862679242121,0.1597179581052739,0.2809643401965718,0.5684634498226003,0.5697203172434935,0.9022564415527204,668,589,420,436,722,692
ENSG00000027869,SH2D2A,9047,SH2 domain containing 2A,20516.50758682146,-0.07060740342788607,0.12436020010320818,-0.5677652767468052,0.5701943605589466,0.9025336535643315,24487,25432,16040,20356,18422,19876
ENSG00000063761,ADCK1,57143,aarF domain containing kinase 1,57.12785911913756,0.30960213137727516,0.5452729331246123,0.567792957561899,0.5701755623487735,0.9025336535643315,92,99,50,34,47,31
ENSG00000123552,USP45,85015,ubiquitin specific peptidase 45,242.24120140119248,0.21358484456563206,0.3760097372934569,0.5680300890690491,0.5700145370051599,0.9025336535643315,373,297,120,202,283,205
ENSG00000182487,NA,NA,NA,47.624946878004266,-0.33501310022673575,0.58994353469804794,-0.5678731616208087,0.5701210969519784,0.9025336535643315,17,53,58,50,43,61
ENSG00000005007,UPF1,5976,UPF1 RNA helicase and ATPase,6415.099534924877,0.0662660950137764,0.1172722741446682,0.5650619082565919,0.5720316564128953,0.9026021508133999,7164,6879,5525,6032,6482,6564
ENSG00000074842,MYDGF,56005,myeloid derived growth factor,2204.4691525590174,0.12402479937611356,0.21873260088313987,0.5670156111862588,0.5707035753232359,0.9026021508133999,2496,2264,1659,1786,2559,2485
ENSG00000076864,RAP1GAP,5909,RAP1 GTPase activating protein,42.23618281270223,-0.23565010784803198,0.41641719083335327,-0.5658990863860306,0.5714623826787222,0.9026021508133999,47,44,34,40,33,57
ENSG00000087266,SH3BP2,6452,SH3 domain binding protein 2,2053.2564566442525,-0.07599532580876732,0.13404388487246582,-0.5669436235832168,0.5707524847242686,0.9026021508133999,2480,2597,1666,2042,1748,1952
ENSG00000096872,IFT74,80173,intraflagellar transport 74,737.5277556108095,0.09400772604574978,0.166252861020397,0.5654502753743065,0.5717675366915314,0.9026021508133999,955,885,693,719,599,630
ENSG00000106701,FSD1L,83856,fibronectin type III and SPRY domain containing 1 like,126.31038905596006,0.15077104768271837,0.2659176203389602,0.5669840437445752,0.5707250224461848,0.9026021508133999,172,154,110,106,111,115
ENSG00000110721,CHKA,1119,choline kinase alpha,139.16300857245685,0.17224977892821458,0.30446379052987427,0.5657479946250399,0.5715651038094907,0.9026021508133999,155,185,109,118,166,109
ENSG00000115297,TLX2,3196,T cell leukemia homeobox 2,80.76765552012506,-0.27853284658071586,0.4922039644051524,-0.5658890759186258,0.5714691881159012,0.9026021508133999,101,122,38,49,78,106
ENSG00000116128,BCL9,607,BCL9 transcription coactivator,2160.575924888582,-0.06133890433365315,0.1085525717663035,-0.5650617330900838,0.5720317755527693,0.9026021508133999,2414,2630,1984,2265,1799,1999
ENSG00000126953,TIMM8A,1678,translocase of inner mitochondrial membrane 8A,148.28227460071068,0.16765332748543244,0.2961265451940484,0.5661543357268801,0.5712888690060403,0.9026021508133999,193,154,120,108,149,171
ENSG00000138617,PARP16,54956,poly(ADP-ribose) polymerase family member 16,121.5248786511881,-0.20868615201746982,0.3684858064855325,-0.5663343020124257,0.5711665464004358,0.9026021508133999,93,96,121,167,110,137
ENSG00000143702,CEP170,9859,centrosomal protein 170,3555.9651152338465,-0.05081093527683379,0.0898921491688767,-0.565243302631216,0.5719082869718926,0.9026021508133999,3980,3987,3237,3780,3018,3495
ENSG00000145337,PYURF,100996939,PIGY upstream open reading frame,1826.201596603797,-0.05413612147130435,0.09551095422143643,-0.5668053671183412,0.5708464237304822,0.9026021508133999,2039,2182,1620,1897,1591,1728
ENSG00000161904,LEMD2,221496,LEM domain nuclear envelope protein 2,591.9610099416317,0.11675339013033621,0.20591685465980006,0.5669928783791262,0.5707190200999557,0.9026021508133999,799,674,444,628,579,475
ENSG00000166478,ZNF143,7702,zinc finger protein 143,1119.4221609392448,-0.090443835556434,0.15958804490290857,-0.5667331510418524,0.5708954942107696,0.9026021508133999,1062,1243,939,1126,1145,1215
ENSG00000167862,MRPL58,3396,mitochondrial ribosomal protein L58,31.15715502875363,-0.31255920629294426,0.5522751416958989,-0.5659483519992464,0.5714288908946793,0.9026021508133999,47,41,14,34,23,33
ENSG00000169519,METTL15,196074,methyltransferase like 15,840.6905241369091,0.08587839215741018,0.1519576673620992,0.5651468178487563,0.5719739063611498,0.9026021508133999,997,826,830,924,711,782
ENSG00000170802,FOXN2,3344,forkhead box N2,1768.300181696902,-0.07044808058355591,0.12456320628392067,-0.5655609122888301,0.5716923056329968,0.9026021508133999,1915,1831,1641,1957,1489,1829
ENSG00000178951,ZBTB7A,51341,zinc finger and BTB domain containing 7A,4661.274275768433,-0.08519352519549533,0.15053757762739312,-0.5659286308323909,0.5714422976402074,0.9026021508133999,4834,5854,4700,5114,3663,4055
ENSG00000183889,NPIPA5,100288332,nuclear pore complex interacting protein family member A5,951.8049553123818,0.15311845511932246,0.2707804748068255,0.5654708125781853,0.5717535714164287,0.9026021508133999,1515,1113,893,821,596,883
ENSG00000188171,ZNF626,199777,zinc finger protein 626,63.253907521450635,0.46601093957791656,0.8230236319762285,0.5662181758486571,0.5712454756184515,0.9026021508133999,23,32,43,29,138,99
ENSG00000211780,TRAV6,6956,T cell receptor alpha variable 6,123.35079736747338,-0.1865156614645252,0.3295883135541679,-0.5659049602008153,0.5714583894887699,0.9026021508133999,147,201,95,120,99,95
ENSG00000250264,NA,NA,NA,506.214511178083,0.5134614202939124,0.9059485680215434,0.5667666338004547,0.5708727425859201,0.9026021508133999,1281,959,291,191,282,209
ENSG00000250539,KRT8P33,100418737,keratin 8 pseudogene 33,23.440569564897146,-0.3588507257164428,0.633326242095445,-0.5666127532141049,0.5709773084269426,0.9026021508133999,23,14,16,30,21,36
ENSG00000031691,CENPQ,55166,centromere protein Q,421.9340443286137,0.13534374424037734,0.23979059541683045,0.5644247390316035,0.5724651063935344,0.9027899896502366,551,540,430,424,322,302
ENSG00000125875,TBC1D20,128637,TBC1 domain family member 20,930.0449418906827,0.07754805780161023,0.1373937584019471,0.5644219846926558,0.5724669804386332,0.9027899896502366,1090,1136,884,912,825,787
ENSG00000139287,TPH2,121278,tryptophan hydroxylase 2,42.35444691156607,0.30047562898011665,0.5320583914751057,0.5647418287061741,0.5722493788753945,0.9027899896502366,64,63,28,36,47,22
ENSG00000146858,ZC3HAV1L,92092,"zinc finger CCCH-type containing, antiviral 1 like",305.57815018912595,-0.1125214263858318,0.19937259549943537,-0.5643775971515126,0.5724971820086542,0.9027899896502366,323,307,272,311,263,363
ENSG00000179981,TSHZ1,10194,teashirt zinc finger homeobox 1,1154.8945748769213,-0.1040688068920208,0.18440891196673184,-0.5643371883827136,0.5725246770541546,0.9027899896502366,1301,1541,1133,1222,834,992
ENSG00000073737,DHRS9,10170,dehydrogenase/reductase 9,72.29079385017675,0.44000402895107016,0.7799060779467589,0.5641756634458586,0.572634588557619,0.9027924586695782,74,43,33,19,133,123
ENSG00000106829,TLE4,7091,"TLE family member 4, transcriptional corepressor",841.280260324035,-0.1360375104490934,0.2411990134968396,-0.5640052522473351,0.5727505576783973,0.9027924586695782,890,1301,858,750,597,730
ENSG00000235489,NA,NA,NA,22.431136888604517,0.3198914911573715,0.5671753401308706,0.5640081091740685,0.5727486133757869,0.9027924586695782,28,29,17,20,28,14
ENSG00000036672,USP2,9099,ubiquitin specific peptidase 2,37.69560668606364,0.2456358117278416,0.43594768521674476,0.5634524968419461,0.5731267983849053,0.9029140088334221,36,36,34,37,48,34
ENSG00000077721,UBE2A,7319,ubiquitin conjugating enzyme E2 A,2800.224324594033,0.07656549404609546,0.13586667314016937,0.5635340313890312,0.5730712933831248,0.9029140088334221,3460,3464,2383,2552,2613,2520
ENSG00000105404,RABAC1,10567,Rab acceptor 1,96.84753300803202,0.29128242010506644,0.5168578908823553,0.5635638446146248,0.5730509985353125,0.9029140088334221,70,47,124,133,109,86
ENSG00000274487,NA,NA,NA,95.4849299192959,0.27073289883070323,0.48035826734855464,0.5636062023561587,0.5730221648073638,0.9029140088334221,58,82,108,67,129,117
ENSG00000068097,HEATR6,63897,HEAT repeat containing 6,535.7338897074515,-0.10343151669808145,0.18362480055268787,-0.563276400501269,0.5732466854446662,0.9029850593684148,689,648,434,538,408,545
ENSG00000079257,LXN,56925,latexin,465.7237319136234,-0.10786041745291852,0.1916807816727869,-0.5627085642682955,0.5736333515042875,0.9031576537533939,453,454,445,504,405,534
ENSG00000160753,RUSC1,23623,RUN and SH3 domain containing 1,679.635682278709,0.07836271913265519,0.13922062897402615,0.5628671534537817,0.5735253483234247,0.9031576537533939,790,683,593,721,661,649
ENSG00000188760,TMEM198,130612,transmembrane protein 198,20.744830566734496,0.3524353982255964,0.6263557283014624,0.562676099700282,0.5736554618713581,0.9031576537533939,26,14,13,21,29,21
ENSG00000196074,SYCP2,10388,synaptonemal complex protein 2,88.62213543824147,-0.3013507846755502,0.5353738626835772,-0.5628791498431032,0.5735171788760192,0.9031576537533939,65,45,62,136,101,116
ENSG00000100726,TELO2,9894,telomere maintenance 2,59.309255156324696,0.3220367400025867,0.5734789654162432,0.5615493495369016,0.5744230981766419,0.9036008452721225,74,78,93,57,26,32
ENSG00000134830,C5AR2,27202,complement C5a receptor 2,28.031362624914316,-0.3979050003756571,0.7078737433627335,-0.5621129532018253,0.5740390635201947,0.9036008452721225,11,26,41,39,16,33
ENSG00000168101,NUDT16L1,84309,nudix hydrolase 16 like 1,79.99352294474004,-0.24699869921920994,0.439773255001126,-0.5616501149406585,0.5743544285766549,0.9036008452721225,93,94,90,89,33,87
ENSG00000174227,PIGG,54872,phosphatidylinositol glycan anchor biosynthesis class G,793.3041207627213,-0.08325753513591169,0.14816553416379397,-0.5619224174218019,0.574168879343951,0.9036008452721225,947,865,690,815,632,854
ENSG00000196267,ZNF836,162962,zinc finger protein 836,144.99563865259003,0.1642159777082929,0.292330051202523,0.5617485340038678,0.5742873617122041,0.9036008452721225,180,171,170,132,100,125
ENSG00000272391,POM121C,100101267,POM121 transmembrane nucleoporin C,7913.954227663488,-0.06796066399608504,0.12103542739380861,-0.5614939812205882,0.5744608322270012,0.9036008452721225,8280,8920,7922,8482,6345,7807
ENSG00000272779,NA,NA,NA,408.75840425047164,0.09831332761029797,0.175032892986869,0.5616848692415399,0.5743307451195441,0.9036008452721225,503,442,324,390,415,397
