gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7_Il8,D2_B7C2_Il8,D2_B7_Il8,D3_B7C2_Il8,D3_B7_Il8
ENSG00000162413,KLHL21,9903,kelch like family member 21,2225.3001821578396,-0.10735941636247856,0.18729406962626136,-0.5732131112144151,0.5665004080061466,0.8311787819102765,1803,1921,2012,2686,2248,2755
ENSG00000174306,ZHX3,23051,zinc fingers and homeoboxes 3,544.4904413956248,0.10135036186464216,0.1767783273477852,0.5733189321632755,0.5664287689655279,0.8311787819102765,460,623,669,594,485,463
ENSG00000084234,APLP2,334,amyloid beta precursor like protein 2,2893.9800564780076,0.09028296739846771,0.15767204324158687,0.5725997173775134,0.5669157511209301,0.8313487316391707,2309,2486,3241,3162,2967,3290
ENSG00000117597,UTP25,27042,UTP25 small subunit processome component,1327.1925010145633,0.07907099177927406,0.13804404459657826,0.5727953857796051,0.5667832436797228,0.8313487316391707,1174,1290,1296,1401,1389,1423
ENSG00000160446,ZDHHC12,84885,zinc finger DHHC-type palmitoyltransferase 12,2504.9631215145137,-0.07051071221433346,0.12314080615869086,-0.572602327480841,0.566913983450583,0.8313487316391707,2171,2627,2755,3127,2042,2459
ENSG00000162104,ADCY9,115,adenylate cyclase 9,913.0651401305238,0.11953594879695773,0.20885338359295566,0.5723438459102346,0.5670890507250896,0.8314751622117869,842,889,810,832,1025,1058
ENSG00000113812,ACTR8,93973,actin related protein 8,1178.395614677337,0.061976824035092,0.10836330456056624,0.571935530080222,0.5673656521856186,0.831598289148924,1005,1186,1315,1365,1111,1136
ENSG00000143641,GALNT2,2590,polypeptide N-acetylgalactosaminyltransferase 2,3898.8377777099276,0.0866267388154087,0.15148926266911997,0.5718341834207564,0.5674343164856765,0.831598289148924,3129,3386,4515,4231,3835,4438
ENSG00000167220,HDHD2,84064,haloacid dehalogenase like hydrolase domain containing 2,388.6417069944386,-0.11753317717931466,0.20552312276178486,-0.5718732549404844,0.56740784431243,0.831598289148924,393,400,335,445,320,444
ENSG00000130165,ELOF1,84337,elongation factor 1,1529.657228591326,0.057676349373272366,0.10092767932006588,0.5714621574758182,0.567686405290212,0.8316212252558105,1394,1639,1611,1650,1424,1495
ENSG00000154059,IMPACT,55364,impact RWD domain protein,479.773803575853,0.08708929512983953,0.1523492545664391,0.571642410576155,0.5675642571446458,0.8316212252558105,386,518,529,506,494,461
ENSG00000169905,TOR1AIP2,163590,torsin 1A interacting protein 2,1875.0782939122264,0.08279630026044048,0.1448943102676359,0.571425476317921,0.5677112637429171,0.8316212252558105,1899,2092,1845,1930,1700,1786
ENSG00000086827,ZW10,9183,zw10 kinetochore protein,956.2399439718109,0.09757631111101775,0.17091476873983905,0.570906258309048,0.5680631884549301,0.8320091000717399,975,1095,1021,1030,804,827
ENSG00000168818,STX18,53407,syntaxin 18,845.572757580725,0.07895190262619266,0.13835826029923987,0.5706338201668355,0.5682478881088947,0.8320243575622952,796,954,869,861,796,807
ENSG00000184986,TMEM121,80757,transmembrane protein 121,266.0228360520252,-0.09650603935886189,0.16910849919777696,-0.5706752754395594,0.5682197816214057,0.8320243575622952,226,277,271,329,234,273
ENSG00000243989,ACY1,95,aminoacylase 1,683.8556625018441,0.07677311280238468,0.13463720231125864,0.5702221338861313,0.5685270456284712,0.8323054633027666,645,679,766,765,586,682
ENSG00000055483,USP36,57602,ubiquitin specific peptidase 36,2521.008952236407,-0.06370231543905129,0.11235625461970788,-0.5669672387591101,0.5707364400179857,0.8323184854955267,2273,2695,2357,2924,2339,2608
ENSG00000062716,VMP1,81671,vacuole membrane protein 1,2236.2555769236137,0.05799333921482795,0.10205081708610983,0.5682790287302996,0.5698455166103464,0.8323184854955267,1849,2343,2417,2384,2230,2263
ENSG00000100124,ANKRD54,129138,ankyrin repeat domain 54,825.1374739549007,0.08529237675219516,0.1499934845993405,0.5686405444878249,0.569600103977608,0.8323184854955267,760,906,810,926,833,728
ENSG00000103769,RAB11A,8766,"RAB11A, member RAS oncogene family",4943.440984428592,0.06874010345886125,0.1209771003321218,0.5682075638294117,0.5698940360656519,0.8323184854955267,4848,5215,4779,5251,4658,4927
ENSG00000104472,CHRAC1,54108,chromatin accessibility complex subunit 1,498.6293819142594,-0.10981351037550456,0.1936889518510309,-0.5669580496256895,0.5707426833059653,0.8323184854955267,406,660,527,484,434,503
ENSG00000106605,BLVRA,644,biliverdin reductase A,2537.2761469270026,0.12352914980359764,0.21746082633043406,0.568052425294723,0.5699993705962447,0.8323184854955267,2845,2981,2096,2381,2452,2371
ENSG00000108510,MED13,9969,mediator complex subunit 13,3707.524431636902,0.05311104394248372,0.09324175478906054,0.5696057958436761,0.5689450965538811,0.8323184854955267,3186,3981,3887,4007,3656,3627
ENSG00000111674,ENO2,2026,enolase 2,13040.804167420818,-0.10552464581416762,0.1859890800041388,-0.5673701155563509,0.5704627491392391,0.8323184854955267,10138,10555,13417,16332,12242,16267
ENSG00000113712,CSNK1A1,1452,casein kinase 1 alpha 1,7157.172295927442,0.056110990018653495,0.09865469199619256,0.5687614940890903,0.5695180093840289,0.8323184854955267,6181,6762,7945,8197,6662,7457
ENSG00000115935,WIPF1,7456,WAS/WASL interacting protein family member 1,29367.42031038737,-0.05513991590835154,0.09691314600077959,-0.5689621912377912,0.5693817985688543,0.8323184854955267,25097,32393,31909,34851,25090,28443
ENSG00000119596,YLPM1,56252,YLP motif containing 1,5960.022124820517,-0.08099136020508627,0.1426366743121107,-0.5678158201295753,0.5701600364625596,0.8323184854955267,5273,7488,6225,6578,4970,5497
ENSG00000122406,RPL5,6125,ribosomal protein L5,25675.070284498586,-0.06947551852066991,0.12242412264125586,-0.5674986025773426,0.5703754757439278,0.8323184854955267,20790,23966,26786,30555,23779,29406
ENSG00000129534,MIS18BP1,55320,MIS18 binding protein 1,2835.0140728870438,-0.07945419839712117,0.14014940327632097,-0.5669249853348851,0.5707651481405123,0.8323184854955267,2474,3238,3245,3204,2158,2857
ENSG00000129657,SEC14L1,6397,SEC14 like lipid binding 1,4028.498634276126,-0.08412112560331554,0.14805099275280145,-0.568190216351817,0.5699058140348607,0.8323184854955267,3046,3961,4580,5384,3578,3947
ENSG00000130787,HIP1R,9026,huntingtin interacting protein 1 related,536.3957349520549,0.09683211030910537,0.1707778859313328,0.5670061423997255,0.5707100084374145,0.8323184854955267,427,592,672,583,492,482
ENSG00000137700,SLC37A4,2542,solute carrier family 37 member 4,877.8629757069275,0.0883835443229473,0.15561595146751828,0.5679594121904373,0.5700625282268661,0.8323184854955267,814,837,1059,1018,711,866
ENSG00000148396,SEC16A,9919,"SEC16 homolog A, endoplasmic reticulum export factor",1932.1264996839489,0.10447579020576327,0.18384359736039196,0.5682862591127253,0.5698406078177981,0.8323184854955267,1825,1674,1706,2156,2102,2112
ENSG00000156711,MAPK13,5603,mitogen-activated protein kinase 13,2397.2428263779875,-0.1192816663770557,0.21028809404528018,-0.5672297659960314,0.5705580873045033,0.8323184854955267,1595,2008,2828,3204,2192,2777
ENSG00000158987,RAPGEF6,51735,Rap guanine nucleotide exchange factor 6,1541.1127516495353,0.08911441568031045,0.1565659001590439,0.5691815113622162,0.5692329663419085,0.8323184854955267,1326,1613,1987,1612,1248,1539
ENSG00000168802,CHTF8,54921,chromosome transmission fidelity factor 8,4453.8961534767395,0.07308170974782964,0.12887264797624773,0.5670847219752883,0.5706566223488168,0.8323184854955267,4328,4911,4749,4992,3873,3976
ENSG00000171777,RASGRP4,115727,RAS guanyl releasing protein 4,669.6303468401375,-0.47102111733785945,0.8298120943166801,-0.5676238278085451,0.570290424006584,0.8323184854955267,147,308,1020,1272,509,926
ENSG00000177595,PIDD1,55367,p53-induced death domain protein 1,318.71905503301855,-0.117751364021225,0.20723906231534756,-0.5681909708800331,0.5699053017498936,0.8323184854955267,274,378,366,327,234,351
ENSG00000185989,RASA3,22821,RAS p21 protein activator 3,1349.277865362836,-0.4402981865221287,0.7767179048305518,-0.5668701388030752,0.57080241338759,0.8323184854955267,382,1020,2487,2464,598,1525
ENSG00000188486,H2AX,3014,H2A.X variant histone,7248.827793029646,0.09920307017631891,0.1743400900542729,0.5690204137524336,0.569342286537153,0.8323184854955267,6877,8853,8452,7629,6035,5886
ENSG00000257267,ZNF271P,10778,"zinc finger protein 271, pseudogene",459.81703614462594,0.09453010413023936,0.16587612833655815,0.5698837143005916,0.5687565713223076,0.8323184854955267,443,515,452,481,447,423
ENSG00000280789,PAGR1,79447,PAXIP1 associated glutamate rich protein 1,1082.9188416045565,0.07293468582019766,0.12848367722719342,0.5676572105827083,0.5702677517774102,0.8323184854955267,895,1065,1268,1284,1011,1029
ENSG00000182141,ZNF708,7562,zinc finger protein 708,418.0970836795535,-0.11927391057988454,0.2105767617332866,-0.566415351808644,0.5711114611408743,0.8323981931142852,292,492,530,482,335,417
ENSG00000184428,TOP1MT,116447,DNA topoisomerase I mitochondrial,942.6660815274024,-0.07713666902284783,0.13617693531538375,-0.5664444484978345,0.5710916862770848,0.8323981931142852,750,922,1003,1071,863,1093
ENSG00000188191,PRKAR1B,5575,protein kinase cAMP-dependent type I regulatory subunit beta,589.5556638302396,0.16802251337901705,0.29664739242405064,0.5664048215830353,0.5711186178353249,0.8323981931142852,566,633,817,773,410,382
ENSG00000020633,RUNX3,864,RUNX family transcription factor 3,10365.527578162912,0.08147821908096628,0.143985151574168,0.5658793159584663,0.5714758232873276,0.8327147689374264,10185,11316,9415,10850,10397,9968
ENSG00000215271,NA,NA,NA,1061.4981003658029,-0.11849474841832577,0.20941806886737274,-0.5658286749524468,0.5715102514502466,0.8327147689374264,1095,1366,977,1087,795,1066
ENSG00000104518,GSDMD,79792,gasdermin D,1968.022188581744,0.1904926887380156,0.33700443598918295,0.5652527634506567,0.5719018528525405,0.832967160326024,1854,1333,3015,2976,1199,1627
ENSG00000164039,BDH2,56898,3-hydroxybutyrate dehydrogenase 2,451.9003554142795,-0.09274797327860516,0.1640878616396239,-0.5652336032161954,0.5719148833911798,0.832967160326024,392,456,503,543,353,491
ENSG00000181991,MRPS11,64963,mitochondrial ribosomal protein S11,1405.3227245974774,0.07931990346398761,0.14034225427845512,0.5651890364152754,0.5719451930349198,0.832967160326024,1357,1559,1380,1548,1343,1260
ENSG00000173065,FAM222B,55731,family with sequence similarity 222 member B,1447.2714078719976,0.06780631921567429,0.1201379903171301,0.5644036414849699,0.5724794611840264,0.8336181020870952,1306,1381,1451,1652,1439,1481
ENSG00000125503,PPP1R12C,54776,protein phosphatase 1 regulatory subunit 12C,2348.317134830457,0.05123791905784045,0.09084038443580232,0.564043397395029,0.5727245979744584,0.8336448391127753,2049,2450,2616,2515,2144,2393
ENSG00000148090,AUH,549,AU RNA binding methylglutaconyl-CoA hydratase,915.1100669372581,0.13064924556831087,0.2316603918420973,0.5639688534126415,0.5727753294486773,0.8336448391127753,657,705,1182,986,915,1093
ENSG00000159200,RCAN1,1827,regulator of calcineurin 1,185.91863615511045,-0.242114996644327,0.42913197708476836,-0.5641970525922867,0.5726200334911901,0.8336448391127753,172,354,182,169,129,119
ENSG00000164327,RICTOR,253260,RPTOR independent companion of MTOR complex 2,1706.5180964485985,-0.07175716174916276,0.12725982111208328,-0.563863449768353,0.5728470663404817,0.8336448391127753,1425,1693,1928,2054,1402,1841
ENSG00000105583,WDR83OS,51398,WD repeat domain 83 opposite strand,1221.6101085066732,-0.07897065466057465,0.1402337505008468,-0.5631358669259707,0.5733423697706849,0.8342384862192166,952,1170,1255,1547,1177,1298
ENSG00000146676,PURB,5814,purine rich element binding protein B,2479.030467626128,0.0696837443030764,0.12383973214892917,0.5626929507508545,0.5736439852193289,0.8345501707868584,1975,2387,2890,2932,2397,2420
ENSG00000178607,ERN1,2081,endoplasmic reticulum to nucleus signaling 1,1659.2863195280684,-0.13841849281019497,0.24619358756895285,-0.5622343545866211,0.5739563575885904,0.8348774074125322,1010,1373,1905,2457,1633,1755
ENSG00000135341,MAP3K7,6885,mitogen-activated protein kinase kinase kinase 7,2061.024875130172,0.061361723526118815,0.109197196457475,0.5619349719295688,0.5741603252798446,0.8349197054175992,1928,2067,2268,2353,1788,2026
ENSG00000180304,OAZ2,4947,ornithine decarboxylase antizyme 2,270.89805816965486,-0.17772143394423676,0.31619823207976616,-0.562057013333976,0.5740771750253246,0.8349197054175992,238,238,269,475,215,217
ENSG00000151640,DPYSL4,10570,dihydropyrimidinase like 4,520.8918185885911,-0.30329316779337284,0.5398813050830381,-0.5617774961604272,0.5742676263939306,0.8349485757285289,245,312,318,415,751,1080
ENSG00000047410,TPR,7175,"translocated promoter region, nuclear basket protein",16779.988577775148,-0.06991066276024073,0.12451648959194661,-0.5614570647578099,0.574485991810137,0.8351388930881833,13552,16020,19025,20169,14253,18699
ENSG00000036549,ZZZ3,26009,zinc finger ZZ-type containing 3,1651.0093077660106,0.0658988402250543,0.11756040340384204,0.5605530290558753,0.5751022796615209,0.8354910893538702,1565,1820,1730,1742,1493,1585
ENSG00000127952,STYXL1,51657,serine/threonine/tyrosine interacting like 1,1033.3647528942836,-0.08118232791716364,0.14488265669722805,-0.5603315798302644,0.5752532908894368,0.8354910893538702,828,1023,1196,1284,852,1091
ENSG00000153944,MSI2,124540,musashi RNA binding protein 2,1808.3070419872067,-0.07612782562697021,0.13584286551058894,-0.5604109228764469,0.5751991829199181,0.8354910893538702,1358,2146,2001,2036,1677,1745
ENSG00000166965,RCCD1,91433,RCC1 domain containing 1,785.435080587416,0.08543720504109477,0.15230218118295188,0.5609716445128514,0.574816867539507,0.8354910893538702,704,914,806,777,783,738
ENSG00000174943,KCTD13,253980,potassium channel tetramerization domain containing 13,1061.704117537125,0.08917159200662789,0.15907363363324198,0.5605680210475402,0.5750920569612348,0.8354910893538702,927,956,1027,1203,1143,1126
ENSG00000181852,RNF41,10193,ring finger protein 41,1940.3517559743282,0.06260251577943744,0.11171956336905452,0.5603541035390215,0.5752379306076323,0.8354910893538702,1798,1986,1911,2101,1899,1969
ENSG00000136243,NUP42,11097,nucleoporin 42,473.7424646890116,-0.12125271264968071,0.2168003473297769,-0.5592828339211198,0.575968708840269,0.835767360487369,431,654,472,493,384,427
ENSG00000144218,AFF3,3899,ALF transcription elongation factor 3,193.85633573800368,-0.3380295512217692,0.6037256319273088,-0.5599059131258973,0.5755436152530151,0.835767360487369,229,443,94,102,147,139
ENSG00000168116,KIAA1586,57691,KIAA1586,525.287525399388,0.08552623619289935,0.15287009969324405,0.5594700099268601,0.5758409930972119,0.835767360487369,518,550,527,538,484,536
ENSG00000170142,UBE2E1,7324,ubiquitin conjugating enzyme E2 E1,2239.812445718834,0.06609522489516081,0.11812553053421924,0.5595337823775022,0.5757974823160446,0.835767360487369,1815,2203,2679,2547,2066,2243
ENSG00000183495,EP400,57634,E1A binding protein p400,4093.02601260792,-0.07517410472580426,0.13439248286714925,-0.5593624220791871,0.5759144018441906,0.835767360487369,3265,4653,4841,4783,3325,3985
ENSG00000186716,BCR,613,BCR activator of RhoGEF and GTPase,1034.7613459903187,-0.1013146065108892,0.18114877957242753,-0.5592894787921066,0.5759641746186878,0.835767360487369,1020,1280,1020,1123,784,1013
ENSG00000087301,TXNDC16,57544,thioredoxin domain containing 16,353.31368881240206,0.10136063897743804,0.18154443252356806,0.5583241389915905,0.5766230643940522,0.8363355641553107,306,365,367,333,365,386
ENSG00000184436,THAP7,80764,THAP domain containing 7,840.6927564148673,0.08968251627363319,0.1606206129421804,0.558349981555087,0.5766054210008336,0.8363355641553107,789,986,837,819,826,790
ENSG00000239857,GET4,51608,guided entry of tail-anchored proteins factor 4,1418.4375892269882,0.07325356031329722,0.13114903815009088,0.5585520210179784,0.5764674921573929,0.8363355641553107,1156,1513,1469,1498,1509,1399
ENSG00000229180,NA,NA,NA,332.47384201203005,0.12012944957712568,0.21524471974154752,0.5581063717677704,0.5767717498769602,0.8364241597547412,305,318,317,308,356,386
ENSG00000134058,CDK7,1022,cyclin dependent kinase 7,203.70736026470638,0.6991254610590574,1.2531071176567015,0.5579135663728536,0.5769034071918052,0.8364880382486494,554,305,43,58,67,126
ENSG00000124570,SERPINB6,5269,serpin family B member 6,2675.026081443719,-0.08218057249941502,0.14741073545826558,-0.5574938096871628,0.5771900873503317,0.8367755122801307,2497,3163,2845,3007,2044,2613
ENSG00000237973,MTCO1P12,107075141,MT-CO1 pseudogene 12,225.2165564843844,-0.12892169305312381,0.23130500102487034,-0.5573666478541115,0.5772769479879788,0.8367755122801307,148,234,248,297,221,223
ENSG00000184584,STING1,340061,stimulator of interferon response cGAMP interactor 1,8205.054848332611,-0.11535130519886651,0.20704925676714325,-0.5571201123827055,0.5774453669062242,0.83689258700981,5664,6575,9104,11206,7815,9541
ENSG00000074621,SLC24A1,9187,solute carrier family 24 member 1,270.21326807914016,-0.14640809148141767,0.2630720402981868,-0.5565323145533333,0.5778470100460922,0.8370742524812734,215,230,326,388,196,293
ENSG00000104228,TRIM35,23087,tripartite motif containing 35,1710.8976965350478,-0.10372580188757048,0.1865756293004285,-0.5559450731936095,0.578248404173294,0.8370742524812734,1628,2200,1547,1998,1476,1470
ENSG00000123268,ATF1,466,activating transcription factor 1,1481.348084284507,-0.06492571362749626,0.1168699086643506,-0.5555383277825806,0.5785265016499688,0.8370742524812734,1228,1597,1677,1664,1233,1572
ENSG00000151065,DCP1B,196513,decapping mRNA 1B,195.47189069369378,-0.15663511251583434,0.28136587172040006,-0.5566954924493699,0.5777354971638302,0.8370742524812734,115,253,238,205,181,199
